date,block_time,tx_vol,tx_vol_peeling,tx_vol_changeouts,tx_vol_issues_agg,tx_number,tx_fees,m_total,m_circ_wh_bill,m_circ_mc_lifo,m_circ_mc_fifo
09/11/28,2009-11-28,355000000000.0,0.0,0.0,0.0,71.0,355000000000.0,141185000000000.0,0,0,0
09/11/29,2009-11-29,300000000000.0,0.0,0.0,0.0,60.0,300000000000.0,141540000000000.0,0,0,0
09/11/30,2009-11-30,375000000000.0,0.0,0.0,0.0,75.0,375000000000.0,141840000000000.0,0,0,0
09/12/01,2009-12-01,1370000000000.0,0.0,4958000000.0,4958000000.0,74.0,365000000000.0,142215000000000.0,1005000000000,1000042000000,1000042000000
09/12/02,2009-12-02,470000000000.0,0.0,0.0,0.0,94.0,470000000000.0,142580000000000.0,0,0,0
09/12/03,2009-12-03,440000000000.0,0.0,0.0,0.0,88.0,440000000000.0,143050000000000.0,0,0,0
09/12/04,2009-12-04,180000000000.0,0.0,0.0,0.0,36.0,180000000000.0,143490000000000.0,0,0,0
09/12/05,2009-12-05,410000000000.0,0.0,435000000.0,435000000.0,65.0,320000000000.0,143670000000000.0,90000000000,89565000000,89565000000
09/12/06,2009-12-06,529000000000.0,0.0,0.0,0.0,105.0,515000000000.0,143990000000000.0,10000000000,10000000000,10000000000
09/12/07,2009-12-07,560000000000.0,0.0,0.0,0.0,112.0,560000000000.0,144505000000000.0,0,0,0
09/12/08,2009-12-08,675000000000.0,0.0,0.0,0.0,107.0,525000000000.0,145065000000000.0,150000000000,150000000000,150000000000
09/12/09,2009-12-09,715500000000.0,14600000000.0,1300000000.0,14900000000.0,109.0,480000000000.0,145590000000000.0,215000000000,213900000000,213900000000
09/12/10,2009-12-10,520000000000.0,0.0,0.0,0.0,104.0,520000000000.0,146070000000000.0,0,0,0
09/12/11,2009-12-11,560000000000.0,0.0,0.0,0.0,112.0,560000000000.0,146590000000000.0,0,0,0
09/12/12,2009-12-12,1070000000000.0,0.0,0.0,0.0,112.0,550000000000.0,147150000000000.0,520000000000,520000000000,520000000000
09/12/13,2009-12-13,570000000000.0,0.0,0.0,0.0,114.0,570000000000.0,147700000000000.0,0,0,0
09/12/14,2009-12-14,3764570000000.0,4900000000.0,100000000.0,5000000000.0,107.0,510000000000.0,148270000000000.0,1654235000000,1654135000000,1654135000000
09/12/15,2009-12-15,1095900000000.0,0.0,100000000.0,100000000.0,112.0,550000000000.0,148780000000000.0,545900000000,545800000000,545800000000
09/12/16,2009-12-16,765000000000.0,0.0,0.0,0.0,137.0,680000000000.0,149330000000000.0,85000000000,85000000000,85000000000
09/12/17,2009-12-17,874950000000.0,0.0,100000000.0,100000000.0,172.0,845000000000.0,150010000000000.0,25000000000,24950000000,24950000000
09/12/18,2009-12-18,1125000000000.0,0.0,0.0,0.0,225.0,1125000000000.0,150855000000000.0,0,0,0
09/12/19,2009-12-19,995000000000.0,0.0,0.0,0.0,199.0,990000000000.0,151980000000000.0,5000000000,5000000000,5000000000
09/12/20,2009-12-20,875000000000.0,0.0,0.0,0.0,175.0,875000000000.0,152970000000000.0,0,0,0
09/12/21,2009-12-21,880000000000.0,0.0,0.0,0.0,176.0,875000000000.0,153845000000000.0,5000000000,5000000000,5000000000
09/12/22,2009-12-22,810000000000.0,0.0,0.0,0.0,162.0,810000000000.0,154720000000000.0,0,0,0
09/12/23,2009-12-23,770000000000.0,0.0,0.0,0.0,154.0,770000000000.0,155530000000000.0,0,0,0
09/12/24,2009-12-24,770000000000.0,0.0,0.0,0.0,154.0,770000000000.0,156300000000000.0,0,0,0
09/12/25,2009-12-25,750000000000.0,0.0,50000000.0,50000000.0,150.0,745000000000.0,157070000000000.0,5000000000,4950000000,4950000000
09/12/26,2009-12-26,870000000000.0,0.0,0.0,0.0,174.0,870000000000.0,157815000000000.0,0,0,0
09/12/27,2009-12-27,860000000000.0,0.0,0.0,0.0,168.0,835000000000.0,158685000000000.0,25000000000,25000000000,25000000000
09/12/28,2009-12-28,685000000000.0,0.0,0.0,0.0,137.0,685000000000.0,159520000000000.0,0,0,0
09/12/29,2009-12-29,855000000000.0,0.0,0.0,0.0,171.0,855000000000.0,160205000000000.0,0,0,0
09/12/30,2009-12-30,705000000000.0,0.0,0.0,0.0,141.0,705000000000.0,161060000000000.0,0,0,0
09/12/31,2009-12-31,690000000000.0,0.0,0.0,0.0,138.0,690000000000.0,161765000000000.0,0,0,0
10/01/01,,,,,,,,,0,0,0
