date,block_time,tx_vol,tx_number,tx_fees,m_total,_m_circ_wh_bill_1,_m_circ_mc_lifo_1,_m_circ_mc_fifo_1,_dormancy_1,_sdd_1
11/09/29,2011-09-29,33378449058292.0,5589.0,340420567.0,736600000000000.0,5069121568297,472360086212,472360086212,0.7181229538296714,23969830431994.28
11/09/30,2011-09-30,29243421181952.0,5865.0,360740812.0,737225000000000.0,5252641975804,653516071595,653516071595,4.94325545551033,144557701295471.0
11/10/01,2011-10-01,41913693431849.0,5374.0,364170627.0,737835000000000.0,6868875023843,546986559678,546986559678,3.338710121074577,139937672472532.22
11/10/02,2011-10-02,32224690864130.0,5035.0,317980555.0,738550000000000.0,4872594483820,887961071014,887961071014,2.5230673289850905,81305064705931.25
11/10/03,2011-10-03,40866592012003.0,6521.0,904096463.0,739155000000000.0,5820672304302,574027727998,574027727998,1.2303924779334254,50281947410343.5
11/10/04,2011-10-04,41936899626918.0,5809.0,367361125.0,739880000000000.0,7447191404217,506423236210,506423236210,2.2363264693514306,93784598678212.02
11/10/05,2011-10-05,40755318218453.0,5771.0,396348448.0,740440000000000.0,6236048453704,544581064368,544581064368,1.4757766284579485,60145746112160.125
11/10/06,2011-10-06,53534895960103.0,5912.0,808896045.0,741165000000000.0,10066974069619,1577160747969,1577160747969,15.585965848873494,834393060157167.0
11/10/07,2011-10-07,38297458549868.0,5674.0,429311937.0,741805000000000.0,10002482667329,505641981506,505641981506,3.1958477036309274,122392844961497.0
11/10/08,2011-10-08,28346240390798.0,5402.0,331460839.0,742495000000000.0,6645381996518,464995025069,464995025069,1.9367398602834776,54899293654036.47
11/10/09,2011-10-09,30407261158829.0,5457.0,293826347.0,743090000000000.0,7212969633265,722665393322,722665393322,7.4170437295630265,225531985711278.38
11/10/10,2011-10-10,31719609164689.0,5882.0,334552432.0,743725000000000.0,6663564767387,623262659321,623262659321,3.4386884571890395,109073853901164.5
11/10/11,2011-10-11,33306189571592.0,5930.0,523729813.0,744340000000000.0,8381739950438,383576267132,383576267132,4.56307727013697,151978716589005.66
11/10/12,2011-10-12,32181074304519.0,5949.0,462867518.0,744805000000000.0,8769240106692,473458596643,473458596643,4.470304068167009,143859187381476.84
11/10/13,2011-10-13,30477607071734.0,4984.0,415961153.0,745405000000000.0,7880856041917,426432031877,426432031877,2.420327220611618,73765782014823.39
11/10/14,2011-10-14,27735076002233.0,6111.0,340803011.0,745890000000000.0,7645967439269,439963924501,439963924501,4.660610802623064,129262394827579.64
11/10/15,2011-10-15,38304290219701.0,5579.0,337524119.0,746585000000000.0,8549181014611,606585634242,606585634242,2.0733328452341073,79417543025886.0
11/10/16,2011-10-16,26131732685958.0,4981.0,320900548.0,747255000000000.0,6475814638757,712886560786,712886560786,8.433454436926478,220380776964969.38
11/10/17,2011-10-17,48605081650701.0,5781.0,429614349.0,747850000000000.0,14349836794572,642856684008,642856684008,14.195623636061228,689979445913379.5
11/10/18,2011-10-18,34380554735896.0,4863.0,290288072.0,748440000000000.0,11377383965112,570712768664,570712768664,8.744374175967668,300636434988012.4
11/10/19,2011-10-19,30849795082683.0,5130.0,326182986.0,749040000000000.0,12834601230873,385381797095,385381797095,10.112334756736796,311963455052824.25
11/10/20,2011-10-20,29847689633819.0,4649.0,601146197.0,749705000000000.0,10717540904458,565336810428,565336810428,1.7688967061374672,52797479879076.26
11/10/21,2011-10-21,56771410076985.0,5206.0,267678376.0,750280000000000.0,9766793359151,475320809647,475320809647,1.1559600817869304,65625483835751.5
11/10/22,2011-10-22,56654447686313.0,5114.0,281398947.0,750885000000000.0,12744622070556,519242971461,519242971461,5.252655255478014,297586282385717.9
11/10/23,2011-10-23,57097796264981.0,5608.0,312097763.0,751375000000000.0,12971343997483,459537292545,459537292545,1.3155276828998288,75113731619157.47
11/10/24,2011-10-24,36995384511699.0,5934.0,348844221.0,751915000000000.0,11155417689637,454463485546,454463485546,1.1666519515744915,43160737539822.664
11/10/25,2011-10-25,38148474228853.0,5226.0,274079235.0,752550000000000.0,10337981647567,396716294444,396716294444,1.1977032640929997,45690552104065.44
11/10/26,2011-10-26,42984749239344.0,5272.0,308756534.0,753195000000000.0,12153510904420,351742980584,351742980584,3.651189498537196,156945465019947.94
11/10/27,2011-10-27,50836612530204.0,4677.0,268449510.0,753780000000000.0,9274040131712,565863741006,565863741006,4.32285227802588,219759166283311.62
11/10/28,2011-10-28,45327989578002.0,5118.0,304376757.0,754280000000000.0,13760645377617,338937123706,338937123706,1.6331766184552272,74028612740375.69
11/10/29,2011-10-29,43956897752972.0,5596.0,347376641.0,754805000000000.0,12560735954961,426598754513,426598754513,1.795090121511338,78906592928644.25
11/10/30,2011-10-30,21264278014684.0,4980.0,328358643.0,755370000000000.0,6040157953851,515101340295,515101340295,10.395909842306366,221061517102391.22
11/10/31,2011-10-31,38944242301626.0,5182.0,312185320.0,755925000000000.0,10025765178242,389686672224,389686672224,1.0474564481162512,40792397715840.28
11/11/01,2011-11-01,53983781825627.0,5777.0,490302985.0,756580000000000.0,10507611991740,807969842936,807969842936,4.100104356288945,221339139032205.88
11/11/02,2011-11-02,40901028706983.0,5991.0,329867938.0,757330000000000.0,8942417932334,427653005593,427653005593,0.8951279431346784,36611653698574.625
11/11/03,2011-11-03,35558785586500.0,6253.0,290902778.0,758100000000000.0,9797153901771,801877209506,801877209506,10.2934349223836,366022045353630.6
11/11/04,2011-11-04,40049282477578.0,6540.0,314947335.0,758725000000000.0,9008652023117,726165308819,726165308819,6.618493554730015,265065917949413.44
11/11/05,2011-11-05,29198104898273.0,5928.0,362211848.0,759460000000000.0,7234470729043,440625424532,440625424532,1.3523200284585322,39485182046968.22
11/11/06,2011-11-06,22966689449933.0,5034.0,236602429.0,760190000000000.0,5597181109543,463045460542,463045460542,1.1281900648293677,25910790859436.08
11/11/07,2011-11-07,26928029948489.0,5496.0,348022274.0,760910000000000.0,8669896319902,409081676193,409081676193,2.9769188987394752,80162561259479.83
11/11/08,2011-11-08,112062247408469.0,5994.0,416780068.0,761570000000000.0,12619650630417,468585316094,468585316094,1.0271756425262524,115107610984731.5
11/11/09,2011-11-09,97947657417870.0,6448.0,328183143.0,762315000000000.0,23848281812493,925274524930,925274524930,16.797888563845657,1645313834395107.2
11/11/10,2011-11-10,36164037551447.0,6541.0,333778992.0,763120000000000.0,11211528960333,688323821034,688323821034,13.088588055329758,473336189928366.0
11/11/11,2011-11-11,29275094528347.0,4733.0,203989012.0,763825000000000.0,9676669350931,672110163842,672110163842,3.2239820754856297,94382380017538.94
11/11/12,2011-11-12,27977315289423.0,5487.0,252214317.0,764395000000000.0,7914087611092,965668230110,965668230110,14.616793083912144,408938628628867.6
11/11/13,2011-11-13,25002848113237.0,5374.0,284207788.0,765135000000000.0,7802585897292,671477754450,671477754450,2.2613025753077096,56539004828490.31
11/11/14,2011-11-14,35702722826394.0,5908.0,275307178.0,765855000000000.0,11583435182130,1209039211139,1209039211139,12.481318153342915,445617042536843.7
11/11/15,2011-11-15,36042693193641.0,6106.0,288289742.0,766570000000000.0,9397220544217,992766512417,992766512417,11.667226414069166,420518262063038.0
11/11/16,2011-11-16,203232579456675.0,6048.0,376975825.0,767395000000000.0,85755972534093,651769972066,651769972066,25.74922170739573,5233080746595853.0
11/11/17,2011-11-17,328085336612516.0,4959.0,284779587.0,768070000000000.0,64070749445551,1098247567983,1098247567983,2.0433058687903896,670378693764428.9
11/11/18,2011-11-18,507338166964119.0,5169.0,335692678.0,768765000000000.0,63575327488232,399016627171,399016627171,0.719486557634577,365022991305658.6
11/11/19,2011-11-19,412670646765030.0,4724.0,313022030.0,769430000000000.0,64750615901754,479244777222,479244777222,0.29157551952147553,120324658221783.81
11/11/20,2011-11-20,154043470252051.0,5125.0,393536390.0,770045000000000.0,67893458078760,868984233818,868984233818,2.358914310930281,363375346482928.5
11/11/21,2011-11-21,169582321163489.0,4770.0,277203285.0,770760000000000.0,68628992882995,979266290129,979266290129,2.1390261106506534,362741012873451.56
11/11/22,2011-11-22,359480350912683.0,5491.0,295829998.0,771350000000000.0,69402509192142,899871954467,899871954467,1.5561809146720784,559416461289946.0
11/11/23,2011-11-23,156983687520311.0,5598.0,351238566.0,772050000000000.0,68555585409823,404263507257,404263507257,0.8834493728514552,138687140287729.62
11/11/24,2011-11-24,151707478698265.0,5018.0,399912116.0,772720000000000.0,69331242661147,1091625411854,1091625411854,4.382300586785303,664827772919125.8
11/11/25,2011-11-25,108852481327342.0,5486.0,428642080.0,773285000000000.0,66342441777064,453710808489,453710808489,1.7571493448323237,191270066247713.62
11/11/26,2011-11-26,160328610774461.0,4752.0,283428324.0,773960000000000.0,68456002517342,578910945654,578910945654,2.332502201040134,373966837521139.9
11/11/27,2011-11-27,180060823387532.0,5061.0,255055237.0,774560000000000.0,62390059183493,339266218643,339266218643,0.5704458781260406,102714954513401.25
11/11/28,2011-11-28,401383108757460.0,5930.0,304346641.0,775130000000000.0,69858870493599,705567668442,705567668442,2.1239244663679404,852507405076800.6
11/11/29,2011-11-29,394649991271092.0,6414.0,438064219.0,775765000000000.0,64996447871807,834490693817,834490693817,1.4825845646349336,585101985491839.2
11/11/30,2011-11-30,658739832639979.0,6857.0,365481320.0,776455000000000.0,63818999285327,917568781901,917568781901,0.7383877544510495,486405425790505.1
11/12/01,2011-12-01,212433545524813.0,6352.0,448500523.0,777265000000000.0,62724444650539,799036438256,799036438256,1.4705350270915556,312390969623489.7
11/12/02,2011-12-02,549173046548968.0,6318.0,459537048.0,778175000000000.0,56911721954559,359344069324,359344069324,0.21828766472840855,119877701862968.92
11/12/03,2011-12-03,350224042501219.0,5631.0,465336537.0,778905000000000.0,55049780379497,474002047469,474002047469,0.32242201532793247,112919941599543.81
11/12/04,2011-12-04,295008179359470.0,5385.0,284299205.0,779665000000000.0,53403535474541,842768257172,842768257172,1.5470131980411976,456381546999210.1
11/12/05,2011-12-05,296821392696924.0,6237.0,300216604.0,780345000000000.0,53816422066945,732803605353,732803605353,1.0107751362422703,300019683642858.2
11/12/06,2011-12-06,690385650065849.0,7978.0,424956871.0,781135000000000.0,54509164814031,466779544092,466779544092,0.19950210448813077,137733390096554.25
11/12/07,2011-12-07,561024642557291.0,6135.0,386961131.0,781990000000000.0,56608542607734,335192499030,335192499030,0.6875204425263546,385715910519187.8
11/12/08,2011-12-08,459274796940782.0,5820.0,273893984.0,782680000000000.0,57164937584889,1004996384049,1004996384049,1.1933486625749596,548074964683675.5
11/12/09,2011-12-09,201467479232873.0,5588.0,301044520.0,783500000000000.0,52561182658035,449189050255,449189050255,0.4073888558037242,82075605846344.06
11/12/10,2011-12-10,112916793082080.0,5678.0,288798269.0,784235000000000.0,30787458162166,570422511556,570422511556,0.7905959942093208,89271564289656.75
11/12/11,2011-12-11,86950667271724.0,5261.0,22020342270.0,784955000000000.0,30743595097949,1106276122697,1106276122697,7.190376315361464,625208018555482.2
11/12/12,2011-12-12,74151509250202.0,4862.0,17732322513.0,785715000000000.0,27585563288019,387743622213,387743622213,1.4030065032857477,104035049706487.66
11/12/13,2011-12-13,35443805588290.0,5406.0,405414175.0,786350000000000.0,19289654506791,473551853520,473551853520,2.401033214620168,85101754470025.19
11/12/14,2011-12-14,43516912979121.0,5692.0,386264306.0,787010000000000.0,19516904820949,467687940833,467687940833,3.681830539046148,160221899171541.94
11/12/15,2011-12-15,45366171715996.0,4850.0,782976711.0,787775000000000.0,21482688743847,831103213716,831103213716,2.841156630931291,128892399590870.38
11/12/16,2011-12-16,48414512408748.0,5164.0,270176401.0,788335000000000.0,22308103001075,621520007399,621520007399,5.950612484195403,288096001955730.7
11/12/17,2011-12-17,36443988256289.0,4993.0,361587343.0,788925000000000.0,15623084989361,389765092686,389765092686,2.039713989297308,74335312672140.25
11/12/18,2011-12-18,33285435186706.0,4632.0,310125952.0,789675000000000.0,13506005375753,502205240410,502205240410,1.8810788965125944,62612529690950.875
11/12/19,2011-12-19,48536533824397.0,5844.0,415730356.0,790395000000000.0,21884168107761,1082858379077,1082858379077,14.371364402931087,697536214445599.0
11/12/20,2011-12-20,53226408646327.0,6295.0,590673522.0,791190000000000.0,25850464643151,940666877991,940666877991,11.787471950132566,627404798924872.2
11/12/21,2011-12-21,57974900943225.0,5577.0,426075206.0,791860000000000.0,17690392170485,469178781062,469178781062,2.0294150677184004,117655137523663.95
11/12/22,2011-12-22,43847916971642.0,5859.0,345347236.0,792605000000000.0,15936143689804,464882150399,464882150399,2.538223105336034,111295795978278.75
11/12/23,2011-12-23,27171839627286.0,5682.0,265278626.0,793345000000000.0,14303084945718,421051346985,421051346985,3.6876365168550445,100199868039709.1
11/12/24,2011-12-24,31419109368258.0,4658.0,224582386.0,794055000000000.0,13539835677172,1154730863625,1154730863625,5.05802601230608,158918672468139.78
11/12/25,2011-12-25,30662928706860.0,5286.0,292534449.0,794780000000000.0,14480228034413,486921900122,486921900122,5.61159586134673,172067963828186.12
11/12/26,2011-12-26,70472636401720.0,5641.0,325628134.0,795650000000000.0,16299810487765,876287361732,876287361732,3.0901888918595493,217773758188652.75
11/12/27,2011-12-27,67435614362503.0,5211.0,299677875.0,796535000000000.0,14839536800453,396872251130,396872251130,1.130852972141934,76259764930054.94
11/12/28,2011-12-28,28339682627803.0,5000.0,314922344.0,797260000000000.0,13154257931902,802922600706,802922600706,9.294615470268699,263406452574882.34
11/12/29,2011-12-29,50902818217210.0,5212.0,415995739.0,798035000000000.0,15857504130198,464380136178,464380136178,3.591839038263646,182834729630213.38
11/12/30,2011-12-30,28535904617160.0,5051.0,333845198.0,798725000000000.0,12591132326944,501215230745,501215230745,4.387383884090181,125197968035263.19
11/12/31,2011-12-31,27053560629749.0,5137.0,394540785.0,799435000000000.0,12677608332386,390518814487,390518814487,4.03521513347545,109166937267559.5
12/01/01,2012-01-01,34750374607600.0,5001.0,355428136.0,800190000000000.0,16721696014427,988952601404,988952601404,20.744872751022463,720892099285023.1
12/01/02,2012-01-02,26263043262165.0,5410.0,555312158.0,800955000000000.0,12257154069003,508444719741,508444719741,12.97269505030755,340702451333099.9
12/01/03,2012-01-03,27074297196559.0,5773.0,535215755.0,801710000000000.0,12739158728192,464124928534,464124928534,7.542027329180546,204195089374804.66
12/01/04,2012-01-04,40059402587467.0,5731.0,1419587733.0,802505000000000.0,15027930563262,485088118655,485088118655,4.575921358842181,183308675922449.5
12/01/05,2012-01-05,69050716310586.0,6994.0,569832762.0,803250000000000.0,21981631149459,864373233967,864373233967,5.977540544262294,412753456356883.44
12/01/06,2012-01-06,61291355210102.0,6644.0,648923847.0,803985000000000.0,19148179198855,784956068975,784956068975,4.271139273112663,261783914340166.28
12/01/07,2012-01-07,31929986470469.0,5905.0,447999358.0,804840000000000.0,12694016807728,594924971626,594924971626,6.612503306326994,211137141106953.22
12/01/08,2012-01-08,35824175472939.0,6404.0,372339797.0,805760000000000.0,13868531020032,709560083895,709560083895,7.441850476140113,266598157300618.5
12/01/09,2012-01-09,44903358451113.0,6112.0,636959413.0,806575000000000.0,19962333682396,464191868161,464191868161,6.565115205419623,294795721341809.56
12/01/10,2012-01-10,39317649097197.0,6677.0,489613037.0,807395000000000.0,15305076627449,396296842883,396296842883,10.812543579904341,425123794322830.6
12/01/11,2012-01-11,39240617201191.0,7139.0,570224742.0,808100000000000.0,14103446439988,507503444072,507503444072,3.555265745379259,139510822162935.75
12/01/12,2012-01-12,36366015826160.0,6696.0,4121799271.0,808865000000000.0,14837460243652,937298263570,937298263570,27.951202685398655,1016473879217414.1
12/01/13,2012-01-13,41030825604850.0,6847.0,978890443.0,809640000000000.0,19344972922029,569195174651,569195174651,6.156053191028309,252587944895263.4
12/01/14,2012-01-14,34543077857340.0,6807.0,1278590354.0,810340000000000.0,13010789957234,691267268505,691267268505,5.509342430357346,190309644514582.06
12/01/15,2012-01-15,27575157005743.0,6312.0,1342837115.0,811090000000000.0,11730074092963,434955751929,434955751929,8.283997988108954,228432545157364.88
12/01/16,2012-01-16,43644417024732.0,6965.0,3900529892.0,811785000000000.0,13386723302113,546511413005,546511413005,4.499614577772767,196383055082878.5
12/01/17,2012-01-17,44245262579103.0,6761.0,765315618.0,812655000000000.0,16485251547704,468570063026,468570063026,7.926564125211495,350712911070080.0
12/01/18,2012-01-18,37764976134686.0,6647.0,1084433779.0,813445000000000.0,17136022870723,384920063058,384920063058,5.952377598705561,224791397959755.38
12/01/19,2012-01-19,40325847841870.0,6902.0,2751359672.0,814085000000000.0,18993788034238,464071641508,464071641508,7.366238323970315,297049805819380.0
12/01/20,2012-01-20,36450109723348.0,6780.0,2476691769.0,814835000000000.0,14442500318134,689766782748,689766782748,4.335572093956378,158032078538197.06
12/01/21,2012-01-21,30733025742482.0,6366.0,477026648.0,815560000000000.0,12226517305269,541964280098,541964280098,3.557301545717675,109326639978312.72
12/01/22,2012-01-22,27674044018380.0,5325.0,303810531.0,816380000000000.0,9848687426700,404131036286,404131036286,3.441109291360265,95229410001161.16
12/01/23,2012-01-23,28906715722846.0,6100.0,495998425.0,817060000000000.0,10802403952818,558037381494,558037381494,3.852507242171125,111363331669646.66
12/01/24,2012-01-24,38466563773518.0,7268.0,974988917.0,817910000000000.0,13853026182456,525416243761,525416243761,4.252880372312451,163593694062700.5
12/01/25,2012-01-25,42279605051998.0,7961.0,767575923.0,818605000000000.0,16386588308886,533425547873,533425547873,4.747776042889071,200734095968688.25
12/01/26,2012-01-26,42137733216918.0,6598.0,895157979.0,819345000000000.0,15855803268187,447068551466,447068551466,7.991154369261496,336729130907150.25
12/01/27,2012-01-27,36085230272307.0,6337.0,2299546222.0,820035000000000.0,15457254263204,442274450026,442274450026,4.6691886203074295,168488746548629.78
12/01/28,2012-01-28,25471326477645.0,5910.0,908511580.0,820740000000000.0,12026327344567,527732650233,527732650233,7.973776741051963,203102670631187.03
12/01/29,2012-01-29,35119284994048.0,6426.0,22050932057.0,821465000000000.0,11645816264396,460249815394,460249815394,4.622117145471909,162325449307704.25
12/01/30,2012-01-30,33359567823981.0,6153.0,2911896874.0,822300000000000.0,10673838477593,604125716774,604125716774,3.7741072402890277,125902586457399.94
12/01/31,2012-01-31,34523770770441.0,6925.0,718514321.0,823160000000000.0,14176037820280,405207152835,405207152835,5.249116632860168,181219299380175.12
12/02/01,2012-02-01,43540761476840.0,6502.0,475073058.0,823910000000000.0,16597030179792,558381140629,558381140629,4.944760685454537,215298645565433.3
12/02/02,2012-02-02,37686917256432.0,7164.0,1158782875.0,824615000000000.0,14720075304087,566726552849,566726552849,4.341980336018765,163635853652594.62
12/02/03,2012-02-03,38584942296659.0,7050.0,690589652.0,825410000000000.0,14555909182466,471396623771,471396623771,3.4159615937698327,131804680983213.22
12/02/04,2012-02-04,36607134804009.0,7237.0,868539583.0,826200000000000.0,13550127239309,577945698910,577945698910,5.29913685512571,193986217200480.3
12/02/05,2012-02-05,34610309398566.0,6774.0,426033091.0,826985000000000.0,11499671578281,670486917585,670486917585,3.2529373115219675,112585166805915.72
12/02/06,2012-02-06,32483976775656.0,6136.0,429055832.0,827695000000000.0,12043668692956,424721595088,424721595088,5.712865595317058,185576593320725.16
12/02/07,2012-02-07,32120267056031.0,7012.0,664074854.0,828425000000000.0,12625948631416,480452427745,480452427745,5.186623044232971,166595717299728.12
12/02/08,2012-02-08,30964922480306.0,7024.0,511443415.0,829110000000000.0,12896476332922,511294550592,511294550592,3.906835854356459,120974869373428.38
12/02/09,2012-02-09,27658301721628.0,7488.0,741846940.0,829835000000000.0,10057102105129,482910936289,482910936289,2.82068886581295,78015463713492.12
12/02/10,2012-02-10,32328686014982.0,8456.0,417461763.0,830560000000000.0,12654403312445,430690239278,430690239278,6.912778035934686,223481030614996.5
12/02/11,2012-02-11,45810121206539.0,7679.0,391143183.0,831250000000000.0,13389540166996,1366662259708,1366662259708,29.31666380831989,1342999922430491.5
12/02/12,2012-02-12,32623693097371.0,7030.0,386719352.0,832000000000000.0,10340015603451,588754573124,588754573124,4.3375194298866155,141505902684505.5
12/02/13,2012-02-13,42890809049058.0,7992.0,525311801.0,832790000000000.0,20445356426314,447637276936,447637276936,29.174847298166586,1251332804501088.2
12/02/14,2012-02-14,135287586519127.0,9489.0,1547396451.0,833475000000000.0,38981953317398,943022765573,943022765573,13.681478802536907,1850934247207804.8
12/02/15,2012-02-15,134478408633407.0,9337.0,610036407.0,834165000000000.0,36826236671926,397074535542,397074535542,1.3092750219211766,176069221411432.0
12/02/16,2012-02-16,160623808116305.0,9537.0,1006136133.0,834835000000000.0,28643770912019,424627643807,424627643807,1.579797444103624,253753081524333.25
12/02/17,2012-02-17,98004444303906.0,6778.0,361639153.0,835525000000000.0,24756447853605,448960965227,448960965227,1.1973504433283222,117345664835430.03
12/02/18,2012-02-18,70552475061388.0,6516.0,334530801.0,836285000000000.0,20977419558092,561443947967,561443947967,3.7033046683040096,261277310255241.9
12/02/19,2012-02-19,39608170266535.0,5958.0,265186887.0,837140000000000.0,12109426123908,471537027182,471537027182,2.4091956249971678,95423830520279.81
12/02/20,2012-02-20,43647004074009.0,6339.0,411776338.0,837930000000000.0,14998874971289,405482632514,405482632514,3.0134713152680663,131528994774415.62
12/02/21,2012-02-21,39417899144082.0,6420.0,342801758.0,838630000000000.0,16681594381255,377069452585,377069452585,3.141236510809968,123820943970816.28
12/02/22,2012-02-22,78740571346345.0,7194.0,341392900.0,839275000000000.0,19237190609586,486882215986,486882215986,2.2389237170777787,176294132683588.88
12/02/23,2012-02-23,69203248849830.0,8014.0,500951708.0,840070000000000.0,17985779534649,517954566643,517954566643,2.4459778806257724,169269615954127.88
12/02/24,2012-02-24,58258902713827.0,6930.0,441363023.0,840900000000000.0,17778483362314,371257567174,371257567174,5.378744908234211,313359776331310.6
12/02/25,2012-02-25,42215379517133.0,6306.0,312296116.0,841645000000000.0,18059950245190,507273482419,507273482419,3.4415647398321547,145286961624798.56
12/02/26,2012-02-26,34712638539905.0,5821.0,342648330.0,842470000000000.0,13416108313990,427081263065,427081263065,3.088354877278594,107204946537924.72
12/02/27,2012-02-27,37708727343213.0,6735.0,566176552.0,843220000000000.0,13962529620859,519197374540,519197374540,3.6174954037936704,136411147846982.75
12/02/28,2012-02-28,37883763297874.0,6725.0,384771572.0,843990000000000.0,15756767501491,437602250353,437602250353,4.225089444195142,160062288416235.75
12/02/29,2012-02-29,33842194801077.0,6719.0,340234542.0,844790000000000.0,15667288082108,486820172938,486820172938,18.44721455599206,624294228541147.8
12/03/01,2012-03-01,66543780124576.0,6811.0,671836722.0,845685000000000.0,21888090422812,408316194954,408316194954,3.4522066447860826,229722879915246.62
12/03/02,2012-03-02,56690222811298.0,7645.0,450574566.0,846440000000000.0,21511144622973,525869638244,525869638244,4.174828009417183,236671930052710.2
12/03/03,2012-03-03,38674874107678.0,5187.0,246394810.0,847110000000000.0,15986789594325,315983044130,315983044130,7.6036138294920494,294068807619005.56
12/03/04,2012-03-04,68556411196859.0,6591.0,482666734.0,847675000000000.0,11938613131137,488981580044,488981580044,3.0270942321104406,207526716908204.12
12/03/05,2012-03-05,38111399702191.0,6979.0,518860926.0,848360000000000.0,13008205993353,466499418128,466499418128,3.7337117796406885,142296982006666.3
12/03/06,2012-03-06,36205409438237.0,6368.0,484595258.0,849085000000000.0,14381481573701,620645667625,620645667625,3.579536355729427,129598579358239.25
12/03/07,2012-03-07,38175159940418.0,6635.0,402072620.0,849770000000000.0,14047852834555,394934175165,394934175165,3.420496730223874,130578009751973.94
12/03/08,2012-03-08,52836763594015.0,6637.0,407410789.0,850540000000000.0,14373824204018,477448675021,477448675021,3.5374983488917997,186909963974615.38
12/03/09,2012-03-09,59806139599002.0,6502.0,413638026.0,851320000000000.0,14004913711070,660034040723,660034040723,2.7735122942963937,165873063452239.62
12/03/10,2012-03-10,39285566502514.0,5370.0,438179608.0,852160000000000.0,10396899188497,510854246150,510854246150,4.743106464571549,186335624442430.6
12/03/11,2012-03-11,43137120538153.0,5223.0,290460712.0,852985000000000.0,10854012400845,437303910476,437303910476,4.682864268852777,202005280429313.2
12/03/12,2012-03-12,60623397458425.0,6141.0,376477631.0,853655000000000.0,12228598229929,425296709650,425296709650,2.000544866797351,121279826593268.69
12/03/13,2012-03-13,53453192635423.0,7395.0,1131640397.0,854485000000000.0,15741023179197,470118247032,470118247032,3.890374223155555,207952922774218.78
12/03/14,2012-03-14,61161660042619.0,6895.0,517901821.0,855285000000000.0,18872752660542,719970458137,719970458137,4.409693064361679,269704148094785.8
12/03/15,2012-03-15,49286421613991.0,6284.0,361549948.0,855970000000000.0,16008194936952,259687377852,259687377852,2.7909788596550715,137557360792696.44
12/03/16,2012-03-16,50843202581875.0,6935.0,882293451.0,856575000000000.0,16250439273668,715624077345,715624077345,8.568831176922393,435666819418153.1
12/03/17,2012-03-17,46817956110728.0,6876.0,356057831.0,857340000000000.0,12089477655116,453200213052,453200213052,3.1966453703344246,149660402649880.2
12/03/18,2012-03-18,37944964367049.0,6039.0,322801017.0,858190000000000.0,11811908956312,544289399693,544289399693,11.079454612404568,420409510474031.06
12/03/19,2012-03-19,45898889196710.0,6652.0,422460866.0,858990000000000.0,16823814186126,473355737846,473355737846,4.110057503820235,188647073959952.25
12/03/20,2012-03-20,50295442416673.0,6834.0,481981657.0,859705000000000.0,16893325021058,555942203998,555942203998,4.110785651358379,206753783015182.06
12/03/21,2012-03-21,51534402968795.0,7000.0,337831566.0,860505000000000.0,17360583089333,416151555357,416151555357,5.9393950082912825,306083175748132.6
12/03/22,2012-03-22,76188151903758.0,6587.0,338385442.0,861295000000000.0,17056274376261,750466951218,750466951218,2.062238191338765,157118116583450.88
12/03/23,2012-03-23,89918183585715.0,6156.0,422778506.0,862085000000000.0,16831011172106,326924617218,326924617218,4.823675134212023,433736106275928.6
12/03/24,2012-03-24,82135654265839.0,6371.0,1490705662.0,862715000000000.0,14238895646217,406574433259,406574433259,2.1607451548119063,177474216992219.22
12/03/25,2012-03-25,42401109059685.0,6216.0,690424078.0,863630000000000.0,14889489944094,599738747110,599738747110,3.414520940028317,144779474764719.72
12/03/26,2012-03-26,53523813177191.0,6619.0,347762179.0,864420000000000.0,16050098818692,549567660896,549567660896,2.755096024098232,147463244879057.22
12/03/27,2012-03-27,57501841495218.0,6666.0,426964421.0,865175000000000.0,15894945790968,413807337356,413807337356,3.135207748707535,180280219020762.03
12/03/28,2012-03-28,69110076487548.0,7239.0,494067765.0,865955000000000.0,19408967062742,490320412231,490320412231,2.264456186461164,156496740249034.28
12/03/29,2012-03-29,120588806554553.0,7518.0,446542200.0,866705000000000.0,16402434385608,328154787292,328154787292,1.411326842011528,170190219536579.0
12/03/30,2012-03-30,98843435932902.0,6828.0,439585095.0,867410000000000.0,19790935293175,398976695708,398976695708,15.879473651133893,1569581736484060.8
12/03/31,2012-03-31,88370163334359.0,6192.0,451687503.0,868180000000000.0,15054672004481,381270180087,381270180087,1.2928828114669881,114252265221524.7
12/04/01,2012-04-01,62340457482711.0,5563.0,381877650.0,869030000000000.0,9593251247690,725080401600,725080401600,1.7420696890619336,108601421382886.6
12/04/02,2012-04-02,70303214748597.0,6472.0,418861998.0,869740000000000.0,15582844229716,375990209039,375990209039,2.1204796363873983,149076535246972.5
12/04/03,2012-04-03,82405965795344.0,7739.0,507741879.0,870320000000000.0,16972897563005,616128790091,616128790091,5.901951381092945,486356003636129.56
12/04/04,2012-04-04,76765914524911.0,7143.0,493334700.0,870985000000000.0,19517633883832,469091278677,469091278677,4.374592019886121,335819557079938.75
12/04/05,2012-04-05,94339150581974.0,7028.0,487816401.0,871670000000000.0,15515440776280,443784189432,443784189432,2.331555110863153,219956928693893.44
12/04/06,2012-04-06,59196154281166.0,6699.0,481551397.0,872255000000000.0,21054026141051,525821140289,525821140289,5.603860080283091,331726965882507.4
